"Model","RMSE","Mean_CRPS","Median_CRPS","Runtime","Coverage_Q_80","Width_Q_80","Coverage_HPD_80","Width_HPD_80","Coverage_Q_90","Width_Q_90","Coverage_HPD_90","Width_HPD_90","Coverage_Q_95","Width_Q_95","Coverage_HPD_95","Width_HPD_95","Repeat","Fold","Dataset","Target"
"sblm",0.127150983060544,0.0839269820459831,0.0808432966644682,4.63899999999558,0.809551208285386,0.309788217488269,0.78078250863061,0.277982346823644,0.922899884925201,0.402030420219834,0.892405063291139,0.36514143256001,0.967203682393556,0.47294811359423,0.944764096662831,0.42954671939567,3,8,"bikesharing","windspeed"
"bart",0.101477151477979,0.12712332838421,0.1134337481632,961.691000000006,0.231875719217491,0.0456293228242656,0.2307249712313,0.0450092427978531,0.294591484464902,0.0581044147164649,0.28596087456847,0.0574874873850836,0.344649021864212,0.0686081659871085,0.33716915995397,0.0679566065849178,3,9,"bikesharing","windspeed"
"sebart",0.102481884756656,0.0999866761998148,0.0900556735037481,102.601999999999,0.819907940161105,0.243619721567037,0.792865362485616,0.22495237128316,0.895857307249712,0.306833444488287,0.885500575373993,0.286265868360111,0.939585730724971,0.356403397428165,0.926352128883774,0.339253550525308,3,9,"bikesharing","windspeed"
"bart_bc",0.105598559781085,0.109575463957518,0.0946554117796411,1095.54,0.884349827387802,0.397753622540483,0.845799769850403,0.354450927607828,0.925201380897583,0.498175506928781,0.925201380897583,0.469429738241873,0.952243958573073,0.572444403663437,0.94994246260069,0.554198823733638,3,9,"bikesharing","windspeed"
"sblm",0.128682932658675,0.0859754428501429,0.0834083367761957,4.24600000000646,0.815880322209436,0.308795066236369,0.788262370540852,0.278642814379367,0.925201380897583,0.403065023940556,0.897583429228999,0.366672429291215,0.96662830840046,0.475579854179934,0.948791714614499,0.432042407524252,3,9,"bikesharing","windspeed"
"bart",0.102080691500187,0.127995197081714,0.114097289461339,24.2189999999973,0.244099021301094,0.0462586472633323,0.238341968911917,0.0455724416778772,0.300518134715026,0.0588270622908888,0.302245250431779,0.0581590758614326,0.353483016695452,0.0693749195699035,0.352331606217617,0.068705343831503,3,10,"bikesharing","windspeed"
"sebart",0.103631212182867,0.101122365862736,0.0898304112622078,1083.183,0.818652849740933,0.24582845763099,0.804835924006909,0.225866594503172,0.890040299366724,0.307958498000875,0.882556131260794,0.287366389893355,0.930339666090961,0.356558767681169,0.918825561312608,0.339306583224779,3,10,"bikesharing","windspeed"
"bart_bc",0.111943947537811,0.111361632707298,0.0962188897458652,56.0139999999956,0.867587795048935,0.397046403255733,0.831894070236039,0.35460386405657,0.92573402417962,0.496416644423849,0.91076568796776,0.468181474924138,0.947610823258492,0.570902583278323,0.945883707541739,0.551790715013427,3,10,"bikesharing","windspeed"
"sblm",0.130944933713251,0.0870717815159532,0.0842949287567919,4.26600000000326,0.80944156591825,0.30818769586521,0.782383419689119,0.276973299580101,0.91594703511802,0.400152180156943,0.875071963154865,0.363894505544735,0.959700633275763,0.47220887436499,0.94070236039148,0.428673341918384,3,10,"bikesharing","windspeed"
"bart",0.102285370379925,0.129230795582899,0.114353942960072,22.6429999999964,0.265822784810127,0.0491642506698737,0.266973532796318,0.0484757753798032,0.329689298043728,0.0624357932640312,0.333141542002302,0.0617521914306743,0.37686996547756,0.0736032478030498,0.375719217491369,0.072898155235394,4,1,"bikesharing","windspeed"
"sebart",0.103856168868064,0.102507317332704,0.0916848605919165,2034.801,0.819332566168009,0.241773791612103,0.795166858457998,0.22393018103347,0.894131185270426,0.304316758971783,0.878596087456847,0.283096779487486,0.933831990794016,0.356125121088982,0.928653624856157,0.338532939506442,4,1,"bikesharing","windspeed"
"bart_bc",0.11003897202554,0.11343036164181,0.0982134915575378,53.9150000000009,0.879171461449943,0.396964728151352,0.833141542002302,0.356029390389031,0.926352128883774,0.494294268135975,0.924626006904488,0.467529845111974,0.948791714614499,0.568501090907087,0.953970080552359,0.549709915957774,4,1,"bikesharing","windspeed"
"sblm",0.132503332118941,0.0878613769890593,0.0851168048474604,4.22400000000198,0.817031070195627,0.309782283934907,0.779056386651323,0.277748107633761,0.914269275028769,0.402000814498112,0.883199079401611,0.366010228061818,0.96029919447641,0.473028412362079,0.937284234752589,0.429598112605788,4,1,"bikesharing","windspeed"
"bart",0.101666873124015,0.126810468677578,0.112582399785451,23.6580000000031,0.256616800920598,0.0474558575584684,0.250287686996548,0.0467563201762164,0.315304948216341,0.0603752200039561,0.311852704257768,0.0596802839236218,0.364211737629459,0.0713039805422455,0.361910241657077,0.0705809033444853,4,2,"bikesharing","windspeed"
"sebart",0.104011320996878,0.100779189905736,0.0897972737866508,1551.791,0.808400460299194,0.239128010282247,0.78596087456847,0.222798319025511,0.884349827387802,0.30286610077679,0.867088607594937,0.281377000201801,0.930379746835443,0.355332131953108,0.915995397008055,0.337783100448193,4,2,"bikesharing","windspeed"
"bart_bc",0.10980274974148,0.110582424957666,0.0957252263374511,54.4349999999977,0.87686996547756,0.404812074334867,0.836593785960875,0.361020076366804,0.928653624856157,0.50767005404797,0.920023014959724,0.476826088275921,0.945339470655926,0.582206561156672,0.947065592635213,0.56411463130159,4,2,"bikesharing","windspeed"
"sblm",0.131658533670624,0.0869769721464566,0.0838047645093876,4.19999999999709,0.813578826237054,0.308821942319258,0.781933256616801,0.277292012045819,0.917721518987342,0.400500256300739,0.888377445339471,0.364384641211554,0.956846950517837,0.47151889617207,0.939585730724971,0.428330932420746,4,2,"bikesharing","windspeed"
"bart",0.105827098892897,0.130232037350203,0.116043449082852,22.9910000000018,0.250287686996548,0.0466392566693963,0.250287686996548,0.045956909860822,0.311277330264672,0.0592115842250636,0.307249712313003,0.0585526406820639,0.356156501726122,0.0698392980386568,0.352128883774453,0.0691652771160379,4,3,"bikesharing","windspeed"
"sebart",0.106556059554928,0.103244687608538,0.0923032177422733,1100.096,0.799769850402762,0.242030814650114,0.784234752589183,0.224115713019524,0.878020713463751,0.305282814743459,0.867663981588032,0.284350425448334,0.925776754890679,0.356345358570744,0.918296892980437,0.338921133670209,4,3,"bikesharing","windspeed"
"bart_bc",0.111585907868951,0.112692024494037,0.0982178996462887,54.4130000000005,0.863636363636364,0.396671070575609,0.824510932105869,0.353072877012036,0.91542002301496,0.494674699999197,0.913118527042578,0.467363167496031,0.940736478711162,0.5705393493114,0.937284234752589,0.550823672781328,4,3,"bikesharing","windspeed"
"sblm",0.134262790750333,0.0883967073677817,0.0858923306046971,4.45500000000175,0.790563866513234,0.308035614885893,0.753739930955121,0.276437954150554,0.901611047180667,0.398558091044408,0.864787111622555,0.362412018718143,0.951093210586881,0.468710709705903,0.931530494821634,0.426020267026217,4,3,"bikesharing","windspeed"
"bart",0.101932895385883,0.123226934697981,0.109829186115794,983.326000000001,0.258342922899885,0.0455655325199151,0.250863060989643,0.0448880854655258,0.315880322209436,0.0578249087427672,0.314729574223245,0.0571869677345016,0.357882623705409,0.0681626686850584,0.356731875719217,0.067507973167487,4,4,"bikesharing","windspeed"
"sebart",0.103533586526554,0.0970242165512787,0.0864819611097735,102.001999999993,0.826812428078251,0.251850666411254,0.789413118527043,0.228393647382721,0.894706559263521,0.310898831253767,0.880322209436133,0.291037404885028,0.931530494821634,0.35682623841909,0.924050632911392,0.339667955781566,4,4,"bikesharing","windspeed"
"bart_bc",0.109351847622626,0.106066993567684,0.092576798523972,993.167999999998,0.875719217491369,0.403629627109426,0.844073647871116,0.360705722568088,0.925776754890679,0.505104876725806,0.922899884925201,0.47543717603296,0.948216340621404,0.579983474796932,0.951668584579977,0.561151310810172,4,4,"bikesharing","windspeed"
"sblm",0.128414633836792,0.0839590192479135,0.081110708752605,4.25300000000425,0.817031070195627,0.308452665685737,0.779056386651323,0.277442970024614,0.918872266973533,0.402157087304772,0.891254315304948,0.364990885914618,0.962025316455696,0.473133275222322,0.937284234752589,0.429430385199074,4,4,"bikesharing","windspeed"
"bart",0.100234882517667,0.12817987283247,0.112278098648346,895.936000000002,0.256041426927503,0.0471228433835058,0.252013808975834,0.0464104847083752,0.313003452243959,0.0600744545101318,0.30897583429229,0.0593779565200352,0.360184119677791,0.0708137335913885,0.357882623705409,0.0701504993513985,4,5,"bikesharing","windspeed"
"sebart",0.100755377062884,0.102076671716146,0.0898542484036269,1905.012,0.83199079401611,0.249213270226183,0.809551208285386,0.225770679185947,0.901611047180667,0.308651074237981,0.886075949367089,0.288841215115969,0.939585730724971,0.354977573775327,0.930379746835443,0.338198676001106,4,5,"bikesharing","windspeed"
"bart_bc",0.107402289225239,0.113507489725579,0.0964638842516304,1046.7,0.872842347525892,0.393862532027386,0.841772151898734,0.353685785664423,0.922324510932106,0.490374053339036,0.917146144994246,0.463941919275754,0.940736478711162,0.564038035230781,0.940736478711162,0.545368136832591,4,5,"bikesharing","windspeed"
"sblm",0.127841983221858,0.0860840648870853,0.0832926751689221,4.28200000000652,0.825086306098964,0.31057187939836,0.78596087456847,0.278916193737006,0.920023014959724,0.40160342653921,0.89355581127733,0.366583694461747,0.96029919447641,0.474052134795933,0.943037974683544,0.431645465268557,4,5,"bikesharing","windspeed"
"bart",0.105029042485964,0.12820762010225,0.114722086916494,23.5690000000031,0.26409666283084,0.0476443371906112,0.25891829689298,0.0469479496193547,0.328538550057537,0.0604867677463134,0.318181818181818,0.0597672509083852,0.37054085155351,0.0712972935694604,0.369965477560414,0.070596689407804,4,6,"bikesharing","windspeed"
"sebart",0.105265262882459,0.101805527033345,0.0903999453644561,105.179000000004,0.798043728423475,0.236385262325384,0.779056386651323,0.221088974714196,0.877445339470656,0.301481907131059,0.866513233601841,0.280223405381892,0.927502876869965,0.355020710462518,0.91542002301496,0.337083575264668,4,6,"bikesharing","windspeed"
"bart_bc",0.108759807175761,0.111660158574904,0.0966378347902927,57.8139999999985,0.872266973532796,0.399233637619134,0.834867663981588,0.354351572576849,0.93210586881473,0.501588711166742,0.924626006904488,0.471525444773771,0.949367088607595,0.576834279763809,0.953970080552359,0.557832635185542,4,6,"bikesharing","windspeed"
"sblm",0.133657792311463,0.0873891447279552,0.0848553714127817,4.38399999999092,0.80379746835443,0.307406045232314,0.789988492520138,0.277792429498152,0.906214039125432,0.401484527927298,0.884925201380898,0.366081192736127,0.952243958573073,0.473320344857674,0.931530494821634,0.430809659257841,4,6,"bikesharing","windspeed"
"bart",0.107951654862174,0.127564889041371,0.114657737915991,23.1260000000038,0.251438434982739,0.0465743999856083,0.241657077100115,0.0458827110436006,0.312428078250863,0.0593390425998509,0.310126582278481,0.0586287488502466,0.3590333716916,0.0701112994506539,0.355581127733026,0.0693728339470924,4,7,"bikesharing","windspeed"
"sebart",0.109107660571728,0.101082104157098,0.090670288265492,1191.853,0.795742232451093,0.240010845596146,0.779631760644419,0.223819155884849,0.878020713463751,0.303234363551968,0.863060989643268,0.282129897198068,0.920023014959724,0.352822786324749,0.908515535097814,0.336391644370466,4,7,"bikesharing","windspeed"
"bart_bc",0.116140776169368,0.110829445386033,0.0956594646395196,391.789999999994,0.857307249712313,0.397680725276706,0.829689298043728,0.352485558999394,0.913693901035673,0.499516151589762,0.90506329113924,0.469129511260752,0.936133486766398,0.574089616147778,0.934407364787112,0.555506345113004,4,7,"bikesharing","windspeed"
"sblm",0.134015512418922,0.0875006151843595,0.084578662228942,4.22099999999045,0.804372842347526,0.306997043730265,0.78078250863061,0.276573487126715,0.903337169159954,0.399270913405603,0.87686996547756,0.362717411685276,0.951093210586881,0.469546154902688,0.928078250863061,0.427083917234673,4,7,"bikesharing","windspeed"
"bart",0.100207453462847,0.126149387001094,0.111760867795645,994.023000000001,0.260069044879171,0.0478306507874597,0.257192174913694,0.0470898381178091,0.32566168009206,0.0609681456271573,0.321058688147296,0.0602600371864707,0.371691599539701,0.0719960407259407,0.371691599539701,0.0712776235610354,4,8,"bikesharing","windspeed"
"sebart",0.101809417608071,0.100653495087195,0.0903025797321048,1577.768,0.841196777905639,0.249598474975431,0.810701956271576,0.226623098537624,0.9102416570771,0.309270902800056,0.895857307249712,0.289024603266121,0.944764096662831,0.354738525670687,0.935558112773303,0.337984012304815,4,8,"bikesharing","windspeed"
"bart_bc",0.107197867167864,0.111288334210158,0.0957466357091923,1171.054,0.884349827387802,0.401632510229927,0.855581127733026,0.36109979548929,0.931530494821634,0.501746729935101,0.925201380897583,0.472809899435429,0.951668584579977,0.575826105329971,0.953394706559264,0.557449005656316,4,8,"bikesharing","windspeed"
"sblm",0.13304562916285,0.0866897120187958,0.083051248988888,4.20900000000256,0.805523590333717,0.308106451329084,0.779631760644419,0.276998772738479,0.914269275028769,0.401188917034431,0.886651323360184,0.364761158969354,0.96029919447641,0.470814946396618,0.94361334867664,0.427834574470225,4,8,"bikesharing","windspeed"
"bart",0.105304654571693,0.128947538770866,0.114667795473479,24.06700000001,0.261219792865363,0.0470940616625253,0.256616800920598,0.0464047649261513,0.317606444188723,0.0598948619397249,0.313578826237054,0.0591888987374416,0.362485615650173,0.0706636146957312,0.356731875719217,0.0699344048224417,4,9,"bikesharing","windspeed"
"sebart",0.106627866815269,0.101870319904892,0.0904624241048963,109.998000000007,0.813003452243959,0.248262261682084,0.785385500575374,0.226938044974718,0.878596087456847,0.309844466351742,0.862485615650173,0.28987967269411,0.930379746835443,0.357468071273927,0.919447640966628,0.340452420044154,4,9,"bikesharing","windspeed"
"bart_bc",0.111187677276881,0.112092993071706,0.0963265149522762,59.3800000000047,0.8590333716916,0.392542440087526,0.825086306098964,0.350444675221908,0.91542002301496,0.490294521484033,0.907364787111623,0.462873441673159,0.943037974683544,0.565209208749095,0.939585730724971,0.545177373394753,4,9,"bikesharing","windspeed"
"sblm",0.136599558969442,0.0876988579752332,0.0848053547513344,4.79499999999825,0.773878020713464,0.306443125881325,0.75258918296893,0.276159619467683,0.898158803222094,0.400631212571645,0.859608745684695,0.364403823427357,0.944764096662831,0.471848174496972,0.923475258918297,0.428881074284254,4,9,"bikesharing","windspeed"
"bart",0.102928024816097,0.12533399731232,0.110567455219569,26.6109999999899,0.256188831318365,0.0466890459097394,0.254461715601612,0.0460606175986564,0.313759355210132,0.0593969634751917,0.312032239493379,0.058738509091439,0.36384571099597,0.0701261109725725,0.360967184801382,0.0694458620879739,4,10,"bikesharing","windspeed"
"sebart",0.10405427027706,0.098094793268694,0.0872082701284054,110.027000000002,0.816350028785262,0.24188171201404,0.793897524467473,0.225602253233059,0.897524467472654,0.306019769817967,0.885434657455383,0.285383978020521,0.936672423719056,0.359487618071832,0.924006908462867,0.341888515536632,4,10,"bikesharing","windspeed"
"bart_bc",0.109018971840438,0.109308864549879,0.0926820078633893,60.0080000000016,0.880829015544041,0.397443001527741,0.848589522164652,0.352193289299501,0.930339666090961,0.498218600504025,0.926885434657455,0.4691860317259,0.955670696603339,0.571864320586333,0.956822107081174,0.554061014901892,4,10,"bikesharing","windspeed"
"sblm",0.129358392968087,0.0849598514500903,0.0820534646398936,4.7390000000014,0.818652849740933,0.310157514535013,0.78698906160046,0.279131790597204,0.907887161773172,0.403041041666745,0.888888888888889,0.367207300461118,0.957397812320092,0.474619424548305,0.938399539435809,0.431697456241009,4,10,"bikesharing","windspeed"
"bart",0.101493694681631,0.129113369082066,0.114778531938987,27.752999999997,0.260069044879171,0.0469830944647314,0.256616800920598,0.0462911390178374,0.328538550057537,0.0598491759568316,0.319907940161105,0.0591516376893827,0.372266973532796,0.0707139844031087,0.373417721518987,0.0700171334706028,5,1,"bikesharing","windspeed"
"sebart",0.102885987679251,0.102143444370858,0.0910608261529833,110.188000000009,0.814729574223245,0.240072251874588,0.792865362485616,0.223896909902667,0.89355581127733,0.304890627531608,0.880322209436133,0.28298553366997,0.939010356731876,0.357790906624063,0.92692750287687,0.339347379213283,5,1,"bikesharing","windspeed"
"bart_bc",0.108903202884863,0.112799375080799,0.0963499764861518,59.8960000000079,0.875719217491369,0.404556607069996,0.855581127733026,0.362191510366616,0.924050632911392,0.504692185149084,0.924626006904488,0.475969554239511,0.946490218642117,0.57705208866414,0.954545454545455,0.560233626656445,5,1,"bikesharing","windspeed"
"sblm",0.13242952894986,0.0878794336351824,0.0853443377717703,5.18999999998778,0.806674338319908,0.307528153141977,0.772727272727273,0.275470689848935,0.913118527042578,0.398806180299296,0.875719217491369,0.362339891819922,0.953394706559264,0.467817775144716,0.934982738780207,0.424371827706726,5,1,"bikesharing","windspeed"
"bart",0.107803920108323,0.129895120313038,0.113915369618961,23.9750000000058,0.266973532796318,0.0471112021014081,0.258342922899885,0.0464413114132557,0.323935558112773,0.0599678735488095,0.321634062140391,0.0592818870902739,0.377445339470656,0.0706802926965497,0.376294591484465,0.0699909510778699,5,2,"bikesharing","windspeed"
"sebart",0.107252616017343,0.103773920574803,0.0915271719761605,108.925000000003,0.819332566168009,0.243441030248449,0.803222094361335,0.224025242187974,0.886651323360184,0.304995643517757,0.877445339470656,0.284959145039444,0.931530494821634,0.35393878529632,0.922899884925201,0.337069774235647,5,2,"bikesharing","windspeed"
"bart_bc",0.113712961837306,0.114683709682332,0.0970388460643198,58.3310000000056,0.871116225546605,0.397448621280767,0.836593785960875,0.354123555533309,0.922899884925201,0.496687250386264,0.910817031070196,0.468718580474185,0.942462600690449,0.570229669503801,0.942462600690449,0.552361970329211,5,2,"bikesharing","windspeed"
"sblm",0.134490478345556,0.0876188527946289,0.0850131910807392,4.54800000000978,0.808400460299194,0.309870877696343,0.776179516685846,0.279429227254133,0.906789413118527,0.402515515640915,0.873417721518987,0.366211215501057,0.952243958573073,0.472826835977606,0.933256616800921,0.430312826479498,5,2,"bikesharing","windspeed"
"bart",0.106091035065742,0.12737119511998,0.113110068390613,24.2939999999944,0.242807825086306,0.0464954967180952,0.242232451093211,0.045817691671504,0.304372842347526,0.059119538227415,0.304948216340621,0.0584513420438773,0.354430379746835,0.069773346324069,0.350978135788262,0.0690943054859299,5,3,"bikesharing","windspeed"
"sebart",0.105281617218992,0.101295872891718,0.0912713603940619,110.452999999994,0.792865362485616,0.240063947687278,0.772727272727273,0.222357984832346,0.879171461449943,0.302398246541995,0.867088607594937,0.281524831965862,0.924050632911392,0.353682674515822,0.913118527042578,0.336211339436193,5,3,"bikesharing","windspeed"
"bart_bc",0.113149821334317,0.111108993536397,0.0963485800994978,57.9230000000098,0.84234752589183,0.396824276804792,0.817031070195627,0.356318958057275,0.907364787111623,0.496027041731295,0.89355581127733,0.467891590445193,0.93843498273878,0.57071033652069,0.936708860759494,0.551461398302798,5,3,"bikesharing","windspeed"
"sblm",0.133399281877173,0.0871584177329942,0.0842287420784537,4.64800000000105,0.805523590333717,0.307478629152313,0.777330264672037,0.276857882765878,0.899884925201381,0.400672423347585,0.879746835443038,0.364368595067875,0.94994246260069,0.472087906126551,0.928653624856157,0.429464423728375,5,3,"bikesharing","windspeed"
"bart",0.106183649625284,0.128839785720605,0.113944110785661,25.002999999997,0.254890678941312,0.0495969617411413,0.249136939010357,0.048819502865101,0.319332566168009,0.0628690962288967,0.318181818181818,0.0621731592900887,0.37054085155351,0.0740046056630211,0.368814729574223,0.0732720047899917,5,4,"bikesharing","windspeed"
"sebart",0.107098856709541,0.10197722654063,0.0905768817179259,110.528000000006,0.808400460299194,0.242611415421717,0.788262370540852,0.22380174285442,0.880897583429229,0.305759581952108,0.872842347525892,0.284901657717627,0.922324510932106,0.355842336357859,0.914844649021864,0.338234489264921,5,4,"bikesharing","windspeed"
"bart_bc",0.113593273882378,0.111181640847043,0.0955132494741154,58.9659999999858,0.867088607594937,0.400819067399151,0.826237054085155,0.357637678713841,0.92692750287687,0.502856534579813,0.909666283084005,0.47295459846023,0.948216340621404,0.577978712809914,0.944188722669735,0.559260804031133,5,4,"bikesharing","windspeed"
"sblm",0.132566656256885,0.0877808235685779,0.0841293584500678,4.5740000000078,0.804948216340621,0.309758393608009,0.783659378596087,0.278801872037397,0.901035673187572,0.401209866948634,0.879746835443038,0.365159197193915,0.956271576524741,0.472313770851301,0.930955120828539,0.429440790001745,5,4,"bikesharing","windspeed"
"bart",0.101148357949397,0.128167432788253,0.113545906666986,24.3129999999946,0.263521288837745,0.0465932606435839,0.255466052934407,0.0459026299795653,0.322784810126582,0.0592117888602911,0.319907940161105,0.058545873990302,0.375143843498274,0.069860627764576,0.371691599539701,0.0691863988761415,5,5,"bikesharing","windspeed"
"sebart",0.102585218877648,0.101204367628211,0.0905555367299914,109.760999999999,0.81415420023015,0.239999791860725,0.796892980437284,0.223830663460357,0.894706559263521,0.305452816455672,0.881472957422325,0.283621182381467,0.937284234752589,0.357312996036266,0.926352128883774,0.339403032865386,5,5,"bikesharing","windspeed"
"bart_bc",0.107560251586038,0.111025856670534,0.095559827621366,58.2109999999957,0.880897583429229,0.398590018708933,0.846375143843498,0.356576282747673,0.928653624856157,0.499716014546247,0.926352128883774,0.470064694924741,0.951668584579977,0.573802020711787,0.949367088607595,0.555155281758701,5,5,"bikesharing","windspeed"
"sblm",0.131371278818052,0.0863575242097788,0.0841282594173975,4.83999999999651,0.806674338319908,0.308157387931517,0.772151898734177,0.276864562102589,0.909666283084005,0.40136507339415,0.884349827387802,0.365827250952276,0.952243958573073,0.473426285259599,0.934407364787112,0.430118269920552,5,5,"bikesharing","windspeed"
"bart",0.104965735317924,0.131146411040203,0.115315194578773,24.525999999998,0.249136939010357,0.0479239445138175,0.247986191024166,0.0471799073256283,0.31415420023015,0.0609362945610509,0.310126582278481,0.060234365734832,0.361334867663982,0.0719068877704988,0.361334867663982,0.0711826438461668,5,6,"bikesharing","windspeed"
"sebart",0.105627257721578,0.104448312236499,0.09305788154235,885.697,0.822209436133487,0.247102423913648,0.781933256616801,0.225157926068014,0.887802071346375,0.307008805995212,0.872842347525892,0.28690551165686,0.92692750287687,0.353643773373388,0.917146144994246,0.336788920801437,5,6,"bikesharing","windspeed"
"bart_bc",0.112477144560607,0.115053175458299,0.0981134315639688,593.919000000009,0.854430379746835,0.395484426358967,0.83199079401611,0.353076750772914,0.917146144994246,0.497420213689596,0.907940161104718,0.466584233822091,0.945914844649022,0.571164241463381,0.943037974683544,0.552903566922826,5,6,"bikesharing","windspeed"
"sblm",0.134106484804209,0.0883352909750735,0.0860924119690434,4.30500000000757,0.798619102416571,0.308125282669212,0.764672036823936,0.277331636703591,0.906789413118527,0.400676409278691,0.874568469505178,0.365454687792467,0.956846950517837,0.47231090884041,0.940161104718067,0.430706599535546,5,6,"bikesharing","windspeed"
"bart",0.102354450946162,0.123190700328304,0.110208378718532,25.5820000000094,0.246835443037975,0.0459895978153795,0.243383199079402,0.0452955956844843,0.312428078250863,0.0585883230435487,0.305523590333717,0.057930805407914,0.361334867663982,0.0691019827611368,0.359608745684695,0.0684796578594323,5,7,"bikesharing","windspeed"
"sebart",0.102913199479225,0.0971735340069807,0.0872393482597108,109.212,0.819332566168009,0.241330237361016,0.793440736478711,0.224606600885501,0.894706559263521,0.305685740776405,0.87686996547756,0.284731580069353,0.940161104718067,0.358134355438048,0.925776754890679,0.339610582551717,5,7,"bikesharing","windspeed"
"bart_bc",0.109671704285035,0.107608128839772,0.0946661807126624,56.8349999999919,0.87054085155351,0.403596553181049,0.844649021864212,0.361605199547703,0.927502876869965,0.503469997439703,0.921173762945915,0.475066046762993,0.950517836593786,0.580078399153574,0.951668584579977,0.559386058827437,5,7,"bikesharing","windspeed"
"sblm",0.132455855594409,0.085980165237802,0.081553528404486,4.56499999998778,0.823935558112773,0.307130592643895,0.782508630609896,0.275663120725192,0.917146144994246,0.39866632507866,0.886651323360184,0.361619826471025,0.957997698504028,0.468739451006336,0.936708860759494,0.425121220575172,5,7,"bikesharing","windspeed"
"bart",0.0993047794119844,0.126180567555832,0.111114778640955,24.3379999999888,0.250863060989643,0.0464758942750259,0.245109321058688,0.0458062032042488,0.315304948216341,0.0590847530020222,0.313003452243959,0.0584381442304206,0.365937859608746,0.0697678743455906,0.361910241657077,0.0691103352371133,5,8,"bikesharing","windspeed"
"sebart",0.100693871915997,0.0992763775354102,0.0880306008890385,109.915000000008,0.829113924050633,0.244832696678973,0.802646720368239,0.225218034089169,0.895281933256617,0.307157621443826,0.883774453394707,0.285996312080294,0.943037974683544,0.355642231360319,0.934407364787112,0.338797526295387,5,8,"bikesharing","windspeed"
"bart_bc",0.106212414245946,0.110326152503389,0.0945466445270585,58.1000000000058,0.881472957422325,0.399739071240538,0.845224395857307,0.358761380755583,0.932681242807825,0.49863090704528,0.925776754890679,0.470809079032236,0.957997698504028,0.572157767276728,0.956271576524741,0.55397156901467,5,8,"bikesharing","windspeed"
"sblm",0.12804326338972,0.0851692968760406,0.0821042724618923,4.58199999999488,0.815304948216341,0.309022837691591,0.783659378596087,0.277692141445234,0.917721518987342,0.401617535481999,0.895281933256617,0.366325156234158,0.966052934407365,0.474611984058749,0.941887226697353,0.431359624441229,5,8,"bikesharing","windspeed"
"bart",0.104791340926406,0.125455341536353,0.112016605837109,24.2350000000006,0.268699654775604,0.0478116795576815,0.26409666283084,0.0471737625614294,0.329113924050633,0.0606692561268153,0.326812428078251,0.0600509652600058,0.383199079401611,0.0714680845641945,0.379171461449942,0.0708003582571736,5,9,"bikesharing","windspeed"
"sebart",0.105717047956007,0.0996896172541322,0.0892533964372436,109.764999999999,0.817606444188723,0.247802844411689,0.791714614499425,0.226207001031037,0.889528193325662,0.309280800585717,0.874568469505178,0.289542701041699,0.937284234752589,0.356302893079086,0.929804372842348,0.339863580466087,5,9,"bikesharing","windspeed"
"bart_bc",0.107799256786119,0.109383976731073,0.0955962527795034,57.9199999999983,0.875143843498274,0.389366591676076,0.829113924050633,0.347894418779604,0.928653624856157,0.490956031974086,0.914269275028769,0.460578343576796,0.951093210586881,0.566769517519613,0.949367088607595,0.546942401594673,5,9,"bikesharing","windspeed"
"sblm",0.132053717234414,0.0860500218491907,0.0833080355719816,4.44599999999627,0.795742232451093,0.308695878155228,0.765247410817031,0.277962493775511,0.912543153049482,0.402010846892219,0.878020713463751,0.365483551526702,0.959148446490219,0.473600023655259,0.939585730724971,0.430526210513694,5,9,"bikesharing","windspeed"
"bart",0.102328748553072,0.124392000711329,0.111070857397933,24.9520000000048,0.269430051813472,0.0494059688796194,0.267127230857801,0.0486596744677343,0.331030512377663,0.0625692612086835,0.32930339666091,0.0618834065630692,0.375359815774324,0.0736861913761438,0.375935521013241,0.072994962805478,5,10,"bikesharing","windspeed"
"sebart",0.104526660984116,0.0986186402845057,0.0883638232275098,109.906999999992,0.821531375935521,0.246370959741032,0.784110535405872,0.226857949801546,0.89119170984456,0.309277636727113,0.878526194588371,0.289237037324003,0.927461139896373,0.358378571891486,0.917674150834773,0.341253211117163,5,10,"bikesharing","windspeed"
"bart_bc",0.110215959863134,0.10929856933819,0.0931290410412588,57.6489999999903,0.8762233736327,0.392512100927603,0.83419689119171,0.348913542291191,0.913068508923431,0.494391746776387,0.913068508923431,0.46398223260643,0.942429476108233,0.568830467246453,0.94070236039148,0.549926247403405,5,10,"bikesharing","windspeed"
"sblm",0.131516076801982,0.0855843205026246,0.0821426973477632,4.52199999999721,0.80944156591825,0.308596109829256,0.784110535405872,0.278547362279599,0.906160046056419,0.402556156576506,0.874496257915947,0.365965577944271,0.957397812320092,0.473226707728446,0.93321819228555,0.430573216302598,5,10,"bikesharing","windspeed"
"bart",0.105368800697535,0.132715460009792,0.117310982510987,258.135999999999,0.291139240506329,0.0508501271310437,0.286536248561565,0.0500998641972638,0.34867663981588,0.0644272536711008,0.349827387802071,0.0636776321309233,0.390103567318757,0.0757555509898093,0.388952819332566,0.0750505788459064,6,1,"bikesharing","windspeed"
"sebart",0.107079809828217,0.106385302334953,0.0942691556253202,815.51400000001,0.809551208285386,0.247811324041019,0.777330264672037,0.223892687133479,0.887802071346375,0.306762940195216,0.867663981588032,0.286775548607915,0.928653624856157,0.351022783510844,0.925776754890679,0.335267389632352,6,1,"bikesharing","windspeed"
